TSC Code,Sector,TSC_CCS Category,TSC_CCS Title,TSC_CCS Description,TSC_CCS Type,Latest Update Date
FSS-CGP-3007-1.1,Food Services,"Risk Management, Governance and Regulatory Compliance",Corporate Governance,"Develop corporate governance frameworks, establish and implement operationalisation of policies to maintain compliance to statutory laws and regulatory policies",tsc,2024-12-16
FSS-CGP-5007-1.1,Food Services,"Risk Management, Governance and Regulatory Compliance",Corporate Governance,"Develop corporate governance frameworks, establish and implement operationalisation of policies to maintain compliance to statutory laws and regulatory policies",tsc,2024-12-16
FSS-CGP-4007-1.1,Food Services,"Risk Management, Governance and Regulatory Compliance",Corporate Governance,"Develop corporate governance frameworks, establish and implement operationalisation of policies to maintain compliance to statutory laws and regulatory policies",tsc,2024-12-16
FSS-CGP-4023-1.1,Food Services,"Risk Management, Governance and Regulatory Compliance",Legislative and Regulatory Compliance,Develop and implement organisation's compliance programmes with relevant legislative and regulatory requirements,tsc,2024-12-16
FSS-CGP-3023-1.1,Food Services,"Risk Management, Governance and Regulatory Compliance",Legislative and Regulatory Compliance,Develop and implement organisation's compliance programmes with relevant legislative and regulatory requirements,tsc,2024-12-16
FSS-CGP-5023-1.1,Food Services,"Risk Management, Governance and Regulatory Compliance",Legislative and Regulatory Compliance,Develop and implement organisation's compliance programmes with relevant legislative and regulatory requirements,tsc,2024-12-16
FSS-CGP-1023-1.1,Food Services,"Risk Management, Governance and Regulatory Compliance",Legislative and Regulatory Compliance,Develop and implement organisation's compliance programmes with relevant legislative and regulatory requirements,tsc,2024-12-16
FSS-CGP-6023-1.1,Food Services,"Risk Management, Governance and Regulatory Compliance",Legislative and Regulatory Compliance,Develop and implement organisation's compliance programmes with relevant legislative and regulatory requirements,tsc,2024-12-16
FSS-RIM-4033-1.1,Food Services,"Risk Management, Governance and Regulatory Compliance",Loss and Risk Prevention Management,"Manage loss and risk policies and procedures to prevent loss and risk incidents in daily business operations to safeguard the property, safety and well-being of guests and/or customers",tsc,2024-12-16
FSS-RIM-3033-1.1,Food Services,"Risk Management, Governance and Regulatory Compliance",Loss and Risk Prevention Management,"Manage loss and risk policies and procedures to prevent loss and risk incidents in daily business operations to safeguard the property, safety and well-being of guests and/or customers",tsc,2024-12-16
FSS-RIM-4004-1.1,Food Services,"Risk Management, Governance and Regulatory Compliance",Risk Compliance and Governance,"Enforce corporate governance and risk compliance within the organisation through the establishment of policies, compliance programmes and management systems",tsc,2024-12-16
FSS-RIM-6004-1.1,Food Services,"Risk Management, Governance and Regulatory Compliance",Risk Compliance and Governance,"Enforce corporate governance and risk compliance within the organisation through the establishment of policies, compliance programmes and management systems",tsc,2024-12-16
FSS-RIM-5004-1.1,Food Services,"Risk Management, Governance and Regulatory Compliance",Risk Compliance and Governance,"Enforce corporate governance and risk compliance within the organisation through the establishment of policies, compliance programmes and management systems",tsc,2024-12-16
FSS-RIM-6037-1.1,Food Services,"Risk Management, Governance and Regulatory Compliance",Risk and Crisis Management,"Apply strategies designed to enable an organisation to deal with disruptive events by planning for responses to potential crises, establishing monitoring systems and training systems, communicating both internally and externally, and leading recovery processes",tsc,2024-12-16
FSS-RIM-4037-1.1,Food Services,"Risk Management, Governance and Regulatory Compliance",Risk and Crisis Management,"Apply strategies designed to enable an organisation to deal with disruptive events by planning for responses to potential crises, establishing monitoring systems and training systems, communicating both internally and externally, and leading recovery processes",tsc,2024-12-16
FSS-RIM-5037-1.1,Food Services,"Risk Management, Governance and Regulatory Compliance",Risk and Crisis Management,"Apply strategies designed to enable an organisation to deal with disruptive events by planning for responses to potential crises, establishing monitoring systems and training systems, communicating both internally and externally, and leading recovery processes",tsc,2024-12-16
FSS-RIM-3037-1.1,Food Services,"Risk Management, Governance and Regulatory Compliance",Risk and Crisis Management,"Apply strategies designed to enable an organisation to deal with disruptive events by planning for responses to potential crises, establishing monitoring systems and training systems, communicating both internally and externally, and leading recovery processes",tsc,2024-12-16
HCE-DMH-2007-1.1,Healthcare,Ambulance Operations Readiness,Ambulance Readiness and Maintenance,Maintain and manage inventory control and equipment for ambulance and storage area,tsc,2024-12-16
HCE-QPH-2008-1.1,Healthcare,Ambulance Operations Readiness,Special Situations in Prehospital Setting,Support the management of special situations in prehospital setting,tsc,2024-12-16
HCE-CAR-1001-1.1,Healthcare,Care Services,Care Assistance,"Provide care, assistance and training in Activities of Daily Living (ADLs)",tsc,2024-12-16
HCE-CAR-1007-1.1,Healthcare,Care Services,Support Service to Seniors,"Provide support services to seniors, their families and caregivers by identifying and understanding their needs and concerns",tsc,2024-12-16
HCE-DMH-4001-1.1,Healthcare,Department Management,Billing Procedure,Perform and manage billing procedures and finance-related activities,tsc,2024-12-16
HCE-DMH-2001-1.1,Healthcare,Department Management,Billing Procedure,Perform and manage billing procedures and finance-related activities,tsc,2024-12-16
HCE-DMH-1001-1.1,Healthcare,Department Management,Billing Procedure,Perform and manage billing procedures and finance-related activities,tsc,2024-12-16
HCE-DMH-3001-1.1,Healthcare,Department Management,Billing Procedure,Perform and manage billing procedures and finance-related activities,tsc,2024-12-16
HCE-DMH-5001-1.1,Healthcare,Department Management,Billing Procedure,Perform and manage billing procedures and finance-related activities,tsc,2024-12-16
HCE-DMH-3009-1.1,Healthcare,Department Management,Dental Inventory Maintenance and Management,"Perform inventory control, monitor and maintain dental equipment prior to usage",tsc,2024-12-16
HCE-DMH-4009-1.1,Healthcare,Department Management,Dental Inventory Maintenance and Management,"Perform inventory control, monitor and maintain dental equipment prior to usage",tsc,2024-12-16
HCE-FIN-4010-1.1,Healthcare,Department Management,Department Financial Management,Manage organisation's short and long-term financial needs,tsc,2024-12-16
HCE-FIN-6010-1.1,Healthcare,Department Management,Department Financial Management,Manage organisation's short and long-term financial needs,tsc,2024-12-16
HCE-FIN-5010-1.1,Healthcare,Department Management,Department Financial Management,Manage organisation's short and long-term financial needs,tsc,2024-12-16
HCE-FIN-3010-1.1,Healthcare,Department Management,Department Financial Management,Manage organisation's short and long-term financial needs,tsc,2024-12-16
HCE-DMH-1002-1.1,Healthcare,Department Management,Frontline Services Management,"Manage patient reception for medical appointment scheduling, registration, and/or patients' admission and discharge procedures",tsc,2024-12-16
HCE-DMH-2002-1.1,Healthcare,Department Management,Frontline Services Management,"Manage patient reception for medical appointment scheduling, registration, and/or patients' admission and discharge procedures",tsc,2024-12-16
